"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2019,2020,2021,2022,2023
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","10 - 14세",54115,54546,55752,56011,55521
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","15 - 19세",59151,55122,52654,52238,52263
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","20 - 24세",72006,69597,63146,56838,52776
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","25 - 29세",76758,75960,74103,71404,68102
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","30 - 34세",72838,71597,69928,70144,70883
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","35 - 39세",94838,88693,82330,76077,71263
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","40 - 44세",88280,89236,90729,92600,92326
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","45 - 49세",103668,99905,94574,90248,87198
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","50 - 54세",108036,107601,106327,105546,103925
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","55 - 59세",103108,102944,100712,100919,99875
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","60 - 64세",79803,84821,91334,94163,97205
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","65 - 69세",49065,54434,59555,63866,68745
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","70 - 74세",31633,34253,37610,40582,43128
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","75 - 79세",23267,23970,23595,24777,26099
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","80세이상",23176,24984,26597,28949,31574
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","80 - 84세",13929,14876,15654,17049,18783
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","85 - 89세",6563,7186,7864,8501,9061
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","90 - 94세",2172,2396,2512,2768,3049
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","95 - 99세",467,484,522,579,616
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","100세 이상",45,42,45,52,65
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","계",593106,587960,579881,574138,568951
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","0 - 4세",25111,22660,19933,17995,16501
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","5 - 9세",29554,29544,28732,27417,25762
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","10 - 14세",28242,28369,29034,29129,28837
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","15 - 19세",32440,30024,28111,27676,27506
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","20 - 24세",41755,39910,36990,33752,31414
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","25 - 29세",43602,43132,42243,40847,39009
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","30 - 34세",39918,39380,38596,38832,39437
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","35 - 39세",49813,46516,43215,40155,38020
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","40 - 44세",45721,46447,47465,48277,48006
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","45 - 49세",51578,49812,47364,45675,44500
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","50 - 54세",54654,53901,52728,52216,51537
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","55 - 59세",53269,53147,52144,51978,50845
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","60 - 64세",40371,42862,46214,47764,49502
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","65 - 69세",24685,27289,29648,31665,34084
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","70 - 74세",15587,16929,18599,20043,21210
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","75 - 79세",9997,10471,10506,11269,12081
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","80세이상",6809,7567,8359,9448,10700
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","80 - 84세",4741,5217,5735,6459,7401
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","85 - 89세",1646,1900,2122,2400,2613
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","90 - 94세",355,392,433,512,603
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","95 - 99세",64,55,65,73,78
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","남자","100세 이상",3,3,4,4,5
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","계",552655,551109,543795,538669,534162
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","0 - 4세",23633,21488,19095,17146,15840
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","5 - 9세",27721,27714,26970,25887,24127
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","10 - 14세",25873,26177,26718,26882,26684
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","15 - 19세",26711,25098,24543,24562,24757
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","20 - 24세",30251,29687,26156,23086,21362
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","25 - 29세",33156,32828,31860,30557,29093
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","30 - 34세",32920,32217,31332,31312,31446
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","35 - 39세",45025,42177,39115,35922,33243
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","40 - 44세",42559,42789,43264,44323,44320
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","45 - 49세",52090,50093,47210,44573,42698
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","50 - 54세",53382,53700,53599,53330,52388
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","55 - 59세",49839,49797,48568,48941,49030
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","60 - 64세",39432,41959,45120,46399,47703
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","65 - 69세",24380,27145,29907,32201,34661
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","70 - 74세",16046,17324,19011,20539,21918
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","75 - 79세",13270,13499,13089,13508,14018
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","80세이상",16367,17417,18238,19501,20874
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","80 - 84세",9188,9659,9919,10590,11382
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","85 - 89세",4917,5286,5742,6101,6448
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","90 - 94세",1817,2004,2079,2256,2446
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","95 - 99세",403,429,457,506,538
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","여자","100세 이상",42,39,41,48,60
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","계",329422,348302,366165,382760,392129
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","0 - 4세",21598,21238,20349,19720,18719
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","5 - 9세",23718,25339,26223,26807,26706
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","10 - 14세",20765,22694,24608,26406,27440
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","15 - 19세",17588,19147,19169,20294,21849
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","20 - 24세",20463,21314,22257,22265,21319
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","25 - 29세",20124,20567,22628,23602,23638
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","30 - 34세",25029,25864,26608,27585,28166
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","세종특별자치시","계","35 - 39세",34936,35104,34660,33866,32956
